SSID,BSSID,CHANNEL,RSSI,Xcoordinate,Ycoordinate
@JumboPlus5GHz,00:7e:95:cb:17:ee,36,-85,133.58377896613183,588.8475935828877
eduroam,00:7e:95:cb:17:ed,36,-86,133.58377896613183,588.8475935828877
@JumboPlusIoT,00:7e:95:cb:17:ec,36,-84,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:7e:95:cb:17:e8,36,-87,133.58377896613183,588.8475935828877
.@TrueMoveH,00:7e:95:cb:17:e7,36,-86,133.58377896613183,588.8475935828877
AISSMARTLogin,00:7e:95:cb:17:e6,36,-85,133.58377896613183,588.8475935828877
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-78,133.58377896613183,588.8475935828877
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-78,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:7e:95:c9:42:c8,36,-79,133.58377896613183,588.8475935828877
@JumboPlusIoT,00:7e:95:c9:42:cc,36,-79,133.58377896613183,588.8475935828877
AISSMARTLogin,00:b6:70:5f:15:06,36,-71,133.58377896613183,588.8475935828877
.@TrueMoveH,00:b6:70:5f:15:07,36,-70,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-70,133.58377896613183,588.8475935828877
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-71,133.58377896613183,588.8475935828877
eduroam,00:b6:70:5f:15:0d,36,-71,133.58377896613183,588.8475935828877
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-71,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:7e:95:cb:0d:87,1,-74,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-63,133.58377896613183,588.8475935828877
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-62,133.58377896613183,588.8475935828877
.@TRUEWIFI,00:7e:95:c9:79:05,1,-62,133.58377896613183,588.8475935828877
@JumboPlus,00:7e:95:c9:79:00,1,-63,133.58377896613183,588.8475935828877
@JumboPlus,00:7e:95:c5:06:60,1,-66,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:7e:95:c5:06:67,1,-67,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-71,133.58377896613183,588.8475935828877
.@AISSUPERWiFi,00:7e:95:c5:06:66,1,-64,133.58377896613183,588.8475935828877
@JumboPlusIoT,00:7e:95:c5:06:63,1,-65,133.58377896613183,588.8475935828877
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-71,133.58377896613183,588.8475935828877
ubiquitous1,00:1a:70:34:72:e1,11,-69,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-67,133.58377896613183,588.8475935828877
.@AISSUPERWiFi,00:b6:70:5f:15:06,11,-67,133.58377896613183,588.8475935828877
.@TRUEWIFI,00:b6:70:5f:15:05,11,-68,133.58377896613183,588.8475935828877
@JumboPlusIoT,00:b6:70:5f:15:03,11,-68,133.58377896613183,588.8475935828877
@JumboPlus,00:b6:70:5f:15:00,11,-68,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,00:b6:70:59:95:67,11,-66,133.58377896613183,588.8475935828877
.@AISSUPERWiFi,00:b6:70:59:95:66,11,-66,133.58377896613183,588.8475935828877
.@TRUEWIFI,00:b6:70:59:95:65,11,-66,133.58377896613183,588.8475935828877
@TOT_Wi-Fi,04:5f:b9:e5:1f:a7,11,-63,133.58377896613183,588.8475935828877
.@TRUEWIFI,04:5f:b9:e5:1f:a5,11,-63,133.58377896613183,588.8475935828877
@JumboPlusIoT,00:b6:70:59:95:63,11,-64,133.58377896613183,588.8475935828877
@JumboPlus,00:b6:70:59:95:60,11,-66,133.58377896613183,588.8475935828877
@JumboPlusIoT,04:5f:b9:e5:1f:a3,11,-63,133.58377896613183,588.8475935828877
@JumboPlus,04:5f:b9:e5:1f:a0,11,-63,133.58377896613183,588.8475935828877
SETUP,02:11:87:d2:df:25,11,-76,133.58377896613183,588.8475935828877
AISSMARTLogin,00:7e:95:cb:17:e6,36,-80,310.76737967914437,578.8654188948307
.@TrueMoveH,00:7e:95:cb:17:e7,36,-81,310.76737967914437,578.8654188948307
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-71,310.76737967914437,578.8654188948307
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-72,310.76737967914437,578.8654188948307
eduroam,00:b6:70:5f:15:0d,36,-71,310.76737967914437,578.8654188948307
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-77,310.76737967914437,578.8654188948307
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-77,310.76737967914437,578.8654188948307
AISSMARTLogin,00:b6:70:5f:15:06,36,-72,310.76737967914437,578.8654188948307
.@TrueMoveH,00:b6:70:5f:15:07,36,-72,310.76737967914437,578.8654188948307
.@AISSUPERWiFi,00:7e:95:cb:6e:c6,1,-75,310.76737967914437,578.8654188948307
@TOT_Wi-Fi,00:7e:95:c5:2f:87,1,-66,310.76737967914437,578.8654188948307
.@TRUEWIFI,00:7e:95:cb:6f:25,1,-66,310.76737967914437,578.8654188948307
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-65,310.76737967914437,578.8654188948307
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-66,310.76737967914437,578.8654188948307
.@TRUEWIFI,00:7e:95:c5:2f:85,1,-64,310.76737967914437,578.8654188948307
@JumboPlusIoT,00:7e:95:cb:6f:23,1,-65,310.76737967914437,578.8654188948307
@JumboPlus,00:7e:95:cb:6f:20,1,-64,310.76737967914437,578.8654188948307
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-41,310.76737967914437,578.8654188948307
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-75,310.76737967914437,578.8654188948307
@TOT_Wi-Fi,00:b6:70:59:90:07,11,-73,310.76737967914437,578.8654188948307
.@AISSUPERWiFi,00:b6:70:59:90:06,11,-73,310.76737967914437,578.8654188948307
@TOT_Wi-Fi,00:b6:70:59:5d:c7,11,-69,310.76737967914437,578.8654188948307
.@AISSUPERWiFi,00:b6:70:59:5d:c6,11,-69,310.76737967914437,578.8654188948307
.@TRUEWIFI,00:b6:70:59:5d:c5,11,-69,310.76737967914437,578.8654188948307
@JumboPlus,04:5f:b9:e5:ac:e0,11,-68,310.76737967914437,578.8654188948307
@TOT_Wi-Fi,04:5f:b9:e5:1f:a7,11,-71,310.76737967914437,578.8654188948307
.@AISSUPERWiFi,04:5f:b9:e5:1f:a6,11,-70,310.76737967914437,578.8654188948307
.@TRUEWIFI,04:5f:b9:e5:1f:a5,11,-71,310.76737967914437,578.8654188948307
@JumboPlusIoT,04:5f:b9:e5:1f:a3,11,-70,310.76737967914437,578.8654188948307
@JumboPlus,04:5f:b9:e5:1f:a0,11,-70,310.76737967914437,578.8654188948307
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-77,497.93315508021385,568.8832442067736
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-78,497.93315508021385,568.8832442067736
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-78,497.93315508021385,568.8832442067736
@JumboPlusIoT,04:5f:b9:e5:d9:ac,36,-78,497.93315508021385,568.8832442067736
eduroam,04:5f:b9:e5:d9:ad,36,-78,497.93315508021385,568.8832442067736
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,36,-78,497.93315508021385,568.8832442067736
AISSMARTLogin,00:b6:70:5f:15:06,36,-75,497.93315508021385,568.8832442067736
.@TrueMoveH,00:b6:70:5f:15:07,36,-76,497.93315508021385,568.8832442067736
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-75,497.93315508021385,568.8832442067736
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-76,497.93315508021385,568.8832442067736
eduroam,00:b6:70:5f:15:0d,36,-76,497.93315508021385,568.8832442067736
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-75,497.93315508021385,568.8832442067736
@JumboPlus,04:5f:b9:e5:1f:a0,11,-70,497.93315508021385,568.8832442067736
@TOT_Wi-Fi,00:7e:95:c5:2f:87,1,-67,497.93315508021385,568.8832442067736
.@AISSUPERWiFi,00:7e:95:c5:2f:86,1,-67,497.93315508021385,568.8832442067736
.@TRUEWIFI,00:7e:95:c5:2f:85,1,-67,497.93315508021385,568.8832442067736
@JumboPlusIoT,00:7e:95:c5:2f:83,1,-67,497.93315508021385,568.8832442067736
@JumboPlus,00:7e:95:c5:2f:80,1,-67,497.93315508021385,568.8832442067736
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-59,497.93315508021385,568.8832442067736
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-53,497.93315508021385,568.8832442067736
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-60,497.93315508021385,568.8832442067736
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-53,497.93315508021385,568.8832442067736
.@TRUEWIFI,00:7e:95:cb:6f:25,1,-60,497.93315508021385,568.8832442067736
@JumboPlusIoT,00:7e:95:cb:6f:23,1,-60,497.93315508021385,568.8832442067736
.@TRUEWIFI,00:7e:95:c9:79:05,1,-53,497.93315508021385,568.8832442067736
@JumboPlusIoT,00:7e:95:c9:79:03,1,-53,497.93315508021385,568.8832442067736
@JumboPlus,00:7e:95:c9:79:00,1,-53,497.93315508021385,568.8832442067736
@JumboPlus,00:7e:95:cb:6f:20,1,-59,497.93315508021385,568.8832442067736
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-50,497.93315508021385,568.8832442067736
@JumboPlusIoT,04:5f:b9:e5:ac:e3,11,-71,497.93315508021385,568.8832442067736
@JumboPlusIoT,00:b6:70:59:95:63,11,-62,497.93315508021385,568.8832442067736
@JumboPlus,00:b6:70:59:95:60,11,-63,497.93315508021385,568.8832442067736
ubiquitous1,00:1a:70:34:72:e1,11,-70,497.93315508021385,568.8832442067736
@TOT_Wi-Fi,00:b6:70:59:95:67,11,-63,497.93315508021385,568.8832442067736
.@AISSUPERWiFi,00:b6:70:59:95:66,11,-63,497.93315508021385,568.8832442067736
SETUP,02:11:87:d2:df:25,11,-77,497.93315508021385,568.8832442067736
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-82,725.0276292335116,556.4055258467024
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-81,725.0276292335116,556.4055258467024
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-81,725.0276292335116,556.4055258467024
@JumboPlusIoT,04:5f:b9:e5:d9:ac,36,-81,725.0276292335116,556.4055258467024
eduroam,04:5f:b9:e5:d9:ad,36,-81,725.0276292335116,556.4055258467024
AISSMARTLogin,00:b6:70:5f:15:06,36,-75,725.0276292335116,556.4055258467024
.@TrueMoveH,00:b6:70:5f:15:07,36,-75,725.0276292335116,556.4055258467024
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,36,-81,725.0276292335116,556.4055258467024
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-74,725.0276292335116,556.4055258467024
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-75,725.0276292335116,556.4055258467024
eduroam,00:b6:70:5f:15:0d,36,-75,725.0276292335116,556.4055258467024
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-75,725.0276292335116,556.4055258467024
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-58,725.0276292335116,556.4055258467024
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-59,725.0276292335116,556.4055258467024
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-59,725.0276292335116,556.4055258467024
.@TRUEWIFI,00:7e:95:cb:6f:25,1,-59,725.0276292335116,556.4055258467024
.@TRUEWIFI,00:7e:95:c5:2f:85,1,-68,725.0276292335116,556.4055258467024
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-59,725.0276292335116,556.4055258467024
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-59,725.0276292335116,556.4055258467024
.@TRUEWIFI,00:7e:95:c9:79:05,1,-58,725.0276292335116,556.4055258467024
@JumboPlusIoT,00:7e:95:cb:6f:23,1,-59,725.0276292335116,556.4055258467024
@JumboPlusIoT,00:7e:95:c9:79:03,1,-58,725.0276292335116,556.4055258467024
@JumboPlus,00:7e:95:cb:6f:20,1,-60,725.0276292335116,556.4055258467024
@JumboPlus,00:7e:95:c9:79:00,1,-59,725.0276292335116,556.4055258467024
@JumboPlusIoT,04:5f:b9:e5:ac:e3,11,-70,725.0276292335116,556.4055258467024
@JumboPlus,04:5f:b9:e5:ac:e0,11,-70,725.0276292335116,556.4055258467024
@TOT_Wi-Fi,04:5f:b9:e5:1f:a7,11,-73,725.0276292335116,556.4055258467024
@JumboPlusIoT,04:5f:b9:e5:1f:a3,11,-73,725.0276292335116,556.4055258467024
@JumboPlus,04:5f:b9:e5:1f:a0,11,-73,725.0276292335116,556.4055258467024
@TOT_Wi-Fi,00:b6:70:59:95:67,11,-65,725.0276292335116,556.4055258467024
.@AISSUPERWiFi,00:b6:70:59:95:66,11,-65,725.0276292335116,556.4055258467024
.@TRUEWIFI,04:5f:b9:e5:ac:e5,11,-70,725.0276292335116,556.4055258467024
@TOT_Wi-Fi,00:b6:70:59:90:07,11,-69,725.0276292335116,556.4055258467024
.@AISSUPERWiFi,00:b6:70:59:90:06,11,-69,725.0276292335116,556.4055258467024
.@TRUEWIFI,00:b6:70:59:95:65,11,-64,725.0276292335116,556.4055258467024
@JumboPlusIoT,00:b6:70:59:95:63,11,-65,725.0276292335116,556.4055258467024
@JumboPlus,00:b6:70:59:95:60,11,-64,725.0276292335116,556.4055258467024
SETUP,02:11:87:d2:df:25,11,-77,725.0276292335116,556.4055258467024
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-82,934.6532976827093,536.4411764705883
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-82,934.6532976827093,536.4411764705883
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-81,934.6532976827093,536.4411764705883
@JumboPlusIoT,04:5f:b9:e5:d9:ac,36,-81,934.6532976827093,536.4411764705883
eduroam,04:5f:b9:e5:d9:ad,36,-81,934.6532976827093,536.4411764705883
AISSMARTLogin,00:b6:70:5f:15:06,36,-74,934.6532976827093,536.4411764705883
.@TrueMoveH,00:b6:70:5f:15:07,36,-75,934.6532976827093,536.4411764705883
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,36,-82,934.6532976827093,536.4411764705883
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-75,934.6532976827093,536.4411764705883
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-74,934.6532976827093,536.4411764705883
eduroam,00:b6:70:5f:15:0d,36,-74,934.6532976827093,536.4411764705883
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-75,934.6532976827093,536.4411764705883
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-63,934.6532976827093,536.4411764705883
@JumboPlusIoT,00:7e:95:c5:2f:83,1,-62,934.6532976827093,536.4411764705883
.@AISSUPERWiFi,00:7e:95:c5:2f:86,1,-61,934.6532976827093,536.4411764705883
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-63,934.6532976827093,536.4411764705883
@TOT_Wi-Fi,00:7e:95:c5:2f:87,1,-61,934.6532976827093,536.4411764705883
.@TRUEWIFI,00:7e:95:c5:2f:85,1,-61,934.6532976827093,536.4411764705883
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-51,934.6532976827093,536.4411764705883
@JumboPlus,00:7e:95:cb:6f:20,1,-63,934.6532976827093,536.4411764705883
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-51,934.6532976827093,536.4411764705883
.@TRUEWIFI,00:7e:95:cb:6f:25,1,-63,934.6532976827093,536.4411764705883
@JumboPlusIoT,00:7e:95:cb:6f:23,1,-63,934.6532976827093,536.4411764705883
.@TRUEWIFI,00:7e:95:c9:79:05,1,-51,934.6532976827093,536.4411764705883
@JumboPlusIoT,00:7e:95:c9:79:03,1,-50,934.6532976827093,536.4411764705883
@JumboPlus,00:7e:95:c9:79:00,1,-51,934.6532976827093,536.4411764705883
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-58,934.6532976827093,536.4411764705883
@TOT_Wi-Fi,00:b6:70:59:90:07,11,-70,934.6532976827093,536.4411764705883
.@AISSUPERWiFi,00:b6:70:59:90:06,11,-69,934.6532976827093,536.4411764705883
.@TRUEWIFI,00:b6:70:59:90:05,11,-70,934.6532976827093,536.4411764705883
@JumboPlusIoT,00:b6:70:59:90:03,11,-69,934.6532976827093,536.4411764705883
@JumboPlus,00:b6:70:59:90:00,11,-69,934.6532976827093,536.4411764705883
@TOT_Wi-Fi,00:7e:95:c9:7b:67,11,-73,934.6532976827093,536.4411764705883
.@AISSUPERWiFi,00:7e:95:c9:7b:66,11,-73,934.6532976827093,536.4411764705883
.@TRUEWIFI,00:7e:95:c9:7b:65,11,-73,934.6532976827093,536.4411764705883
@JumboPlus,00:7e:95:c9:7b:60,11,-73,934.6532976827093,536.4411764705883
@TOT_Wi-Fi,00:b6:70:59:95:67,11,-60,934.6532976827093,536.4411764705883
.@AISSUPERWiFi,00:b6:70:59:95:66,11,-60,934.6532976827093,536.4411764705883
.@TRUEWIFI,00:b6:70:59:95:65,11,-60,934.6532976827093,536.4411764705883
@JumboPlusIoT,00:b6:70:59:95:63,11,-60,934.6532976827093,536.4411764705883
@JumboPlus,00:b6:70:59:95:60,11,-60,934.6532976827093,536.4411764705883
AISSMARTLogin,00:b6:70:5f:15:06,36,-76,947.1310160427806,379.2219251336899
.@TrueMoveH,00:b6:70:5f:15:07,36,-76,947.1310160427806,379.2219251336899
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-76,947.1310160427806,379.2219251336899
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-76,947.1310160427806,379.2219251336899
eduroam,00:b6:70:5f:15:0d,36,-76,947.1310160427806,379.2219251336899
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-76,947.1310160427806,379.2219251336899
.@TRUEWIFI,00:7e:95:c5:2f:85,1,-62,947.1310160427806,379.2219251336899
@JumboPlus,00:7e:95:c5:2f:80,1,-62,947.1310160427806,379.2219251336899
@TOT_Wi-Fi,00:7e:95:c5:2f:87,1,-62,947.1310160427806,379.2219251336899
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-54,947.1310160427806,379.2219251336899
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-54,947.1310160427806,379.2219251336899
.@AISSUPERWiFi,00:7e:95:c5:2f:86,1,-61,947.1310160427806,379.2219251336899
.@TRUEWIFI,00:7e:95:c9:79:05,1,-54,947.1310160427806,379.2219251336899
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-54,947.1310160427806,379.2219251336899
@JumboPlusIoT,00:7e:95:c9:79:03,1,-54,947.1310160427806,379.2219251336899
@JumboPlus,00:7e:95:c9:79:00,1,-54,947.1310160427806,379.2219251336899
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-61,947.1310160427806,379.2219251336899
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-61,947.1310160427806,379.2219251336899
@JumboPlus,00:7e:95:cb:6f:20,1,-61,947.1310160427806,379.2219251336899
ubiquitous1,00:1a:70:34:72:e1,11,-79,947.1310160427806,379.2219251336899
@JumboPlusIoT,04:5f:b9:e5:d9:ac,36,-81,954.6176470588234,251.9491978609626
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-82,954.6176470588234,251.9491978609626
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-82,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-82,954.6176470588234,251.9491978609626
eduroam,00:7e:95:cb:17:ed,36,-86,954.6176470588234,251.9491978609626
AISSMARTLogin,00:7e:95:cb:17:e6,36,-86,954.6176470588234,251.9491978609626
eduroam,04:5f:b9:e5:d9:ad,36,-81,954.6176470588234,251.9491978609626
AISSMARTLogin,00:b6:70:5f:15:06,36,-70,954.6176470588234,251.9491978609626
.@TrueMoveH,00:b6:70:5f:15:07,36,-70,954.6176470588234,251.9491978609626
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,36,-82,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-70,954.6176470588234,251.9491978609626
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-70,954.6176470588234,251.9491978609626
eduroam,00:b6:70:5f:15:0d,36,-70,954.6176470588234,251.9491978609626
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-70,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:7e:95:cb:91:a7,1,-68,954.6176470588234,251.9491978609626
.@AISSUPERWiFi,00:7e:95:cb:91:a6,1,-68,954.6176470588234,251.9491978609626
.@TRUEWIFI,00:7e:95:cb:91:a5,1,-68,954.6176470588234,251.9491978609626
@JumboPlusIoT,00:7e:95:cb:6f:23,1,-68,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,04:5f:b9:e5:a8:e7,1,-71,954.6176470588234,251.9491978609626
@JumboPlus,04:5f:b9:e5:a8:e0,1,-71,954.6176470588234,251.9491978609626
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-58,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-67,954.6176470588234,251.9491978609626
.@TRUEWIFI,00:7e:95:cb:6f:25,1,-67,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-45,954.6176470588234,251.9491978609626
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-45,954.6176470588234,251.9491978609626
.@TRUEWIFI,00:7e:95:c9:79:05,1,-45,954.6176470588234,251.9491978609626
@JumboPlusIoT,00:7e:95:c9:79:03,1,-45,954.6176470588234,251.9491978609626
@JumboPlus,00:7e:95:c5:2f:80,1,-66,954.6176470588234,251.9491978609626
@JumboPlus,00:7e:95:c9:79:00,1,-45,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:7e:95:c5:2f:87,1,-65,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:b6:70:59:5d:c7,11,-66,954.6176470588234,251.9491978609626
.@AISSUPERWiFi,00:b6:70:59:5d:c6,11,-66,954.6176470588234,251.9491978609626
.@TRUEWIFI,00:b6:70:59:5d:c5,11,-66,954.6176470588234,251.9491978609626
@JumboPlusIoT,00:b6:70:59:5d:c3,11,-66,954.6176470588234,251.9491978609626
@JumboPlus,00:b6:70:59:5d:c0,11,-66,954.6176470588234,251.9491978609626
@TOT_Wi-Fi,00:b6:70:59:95:67,11,-68,954.6176470588234,251.9491978609626
.@AISSUPERWiFi,00:b6:70:59:95:66,11,-68,954.6176470588234,251.9491978609626
.@TRUEWIFI,00:b6:70:59:95:65,11,-69,954.6176470588234,251.9491978609626
@JumboPlusIoT,00:b6:70:59:95:63,11,-68,954.6176470588234,251.9491978609626
