SSID,BSSID,CHANNEL,RSSI,Xcoordinate,Ycoordinate
@JumboPlusIoT,00:7e:95:c9:7b:63,11,-56,607.7370766488414,84.74777183600725
@JumboPlus,00:7e:95:c9:7b:60,11,-56,607.7370766488414,84.74777183600725
@JumboPlusIoT,00:7e:95:c5:2f:83,1,-71,607.7370766488414,84.74777183600725
.@TRUEWIFI,00:7e:95:cb:6f:25,1,-72,607.7370766488414,84.74777183600725
@JumboPlusIoT,00:7e:95:cb:6f:23,1,-72,607.7370766488414,84.74777183600725
@JumboPlus,00:7e:95:cb:6f:20,1,-72,607.7370766488414,84.74777183600725
@TOT_Wi-Fi,00:7e:95:c9:d3:27,1,-69,607.7370766488414,84.74777183600725
.@TRUEWIFI,00:7e:95:c9:d3:25,1,-69,607.7370766488414,84.74777183600725
@JumboPlusIoT,00:7e:95:c9:d3:23,1,-68,607.7370766488414,84.74777183600725
@JumboPlus,00:7e:95:c9:d3:20,1,-69,607.7370766488414,84.74777183600725
@TOT_Wi-Fi,00:7e:95:cb:91:a7,1,-76,607.7370766488414,84.74777183600725
.@AISSUPERWiFi,00:7e:95:c5:2f:86,1,-71,607.7370766488414,84.74777183600725
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-72,607.7370766488414,84.74777183600725
.@TRUEWIFI,00:7e:95:c5:2f:85,1,-71,607.7370766488414,84.74777183600725
.@AISSUPERWiFi,00:7e:95:c9:d3:26,1,-68,607.7370766488414,84.74777183600725
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-57,607.7370766488414,84.74777183600725
.@TRUEWIFI,00:7e:95:c9:79:05,1,-57,607.7370766488414,84.74777183600725
@TOT_Wi-Fi,04:5f:b9:e5:a8:e7,1,-67,607.7370766488414,84.74777183600725
@JumboPlus,00:7e:95:c9:79:00,1,-57,607.7370766488414,84.74777183600725
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-56,607.7370766488414,84.74777183600725
@JumboPlusIoT,00:7e:95:c9:79:03,1,-57,607.7370766488414,84.74777183600725
@JumboPlus,04:5f:b9:e5:a8:e0,1,-66,607.7370766488414,84.74777183600725
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-71,607.7370766488414,84.74777183600725
@TOT_Wi-Fi,04:5f:b9:e5:d9:a7,1,-67,607.7370766488414,84.74777183600725
.@TRUEWIFI,04:5f:b9:e5:d9:a5,1,-68,607.7370766488414,84.74777183600725
@JumboPlusIoT,04:5f:b9:e5:d9:a3,1,-68,607.7370766488414,84.74777183600725
@JumboPlus,04:5f:b9:e5:d9:a0,1,-68,607.7370766488414,84.74777183600725
@TOT_Wi-Fi,00:7e:95:c5:2f:87,1,-70,607.7370766488414,84.74777183600725
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-53,607.7370766488414,84.74777183600725
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-75,398.1114081996434,77.26114081996445
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-75,398.1114081996434,77.26114081996445
AISSMARTLogin,00:7e:95:cb:17:e6,36,-84,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-75,398.1114081996434,77.26114081996445
.@TrueMoveH,00:7e:95:cb:17:e7,36,-83,398.1114081996434,77.26114081996445
@JumboPlusIoT,04:5f:b9:e5:d9:ac,36,-75,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,00:7e:95:cb:17:e8,36,-84,398.1114081996434,77.26114081996445
eduroam,04:5f:b9:e5:d9:ad,36,-75,398.1114081996434,77.26114081996445
@JumboPlusIoT,00:7e:95:cb:17:ec,36,-83,398.1114081996434,77.26114081996445
AISSMARTLogin,00:b6:70:5f:15:06,36,-57,398.1114081996434,77.26114081996445
.@TrueMoveH,00:b6:70:5f:15:07,36,-57,398.1114081996434,77.26114081996445
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,36,-74,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-57,398.1114081996434,77.26114081996445
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-57,398.1114081996434,77.26114081996445
eduroam,00:b6:70:5f:15:0d,36,-57,398.1114081996434,77.26114081996445
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-57,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,00:b6:70:59:95:67,11,-70,398.1114081996434,77.26114081996445
.@AISSUPERWiFi,00:b6:70:59:95:66,11,-70,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-63,398.1114081996434,77.26114081996445
.@TRUEWIFI,00:b6:70:59:95:65,11,-70,398.1114081996434,77.26114081996445
.@AISSUPERWiFi,00:b6:70:5f:15:06,11,-63,398.1114081996434,77.26114081996445
.@AISSUPERWiFi,00:7e:95:c9:7b:66,11,-62,398.1114081996434,77.26114081996445
.@TRUEWIFI,00:b6:70:5f:15:05,11,-62,398.1114081996434,77.26114081996445
@JumboPlusIoT,00:b6:70:5f:15:03,11,-63,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,00:7e:95:c9:7b:67,11,-61,398.1114081996434,77.26114081996445
.@TRUEWIFI,00:7e:95:c9:7b:65,11,-62,398.1114081996434,77.26114081996445
@JumboPlusIoT,00:7e:95:c9:7b:63,11,-61,398.1114081996434,77.26114081996445
@JumboPlus,00:7e:95:c9:7b:60,11,-62,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,00:7e:95:c5:2f:87,1,-73,398.1114081996434,77.26114081996445
.@AISSUPERWiFi,00:7e:95:c5:2f:86,1,-74,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-59,398.1114081996434,77.26114081996445
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-59,398.1114081996434,77.26114081996445
.@TRUEWIFI,00:7e:95:c9:79:05,1,-59,398.1114081996434,77.26114081996445
@JumboPlusIoT,00:7e:95:c9:79:03,1,-59,398.1114081996434,77.26114081996445
@JumboPlus,00:7e:95:c9:79:00,1,-59,398.1114081996434,77.26114081996445
@TOT_Wi-Fi,00:7e:95:c9:d3:27,1,-68,398.1114081996434,77.26114081996445
.@AISSUPERWiFi,00:7e:95:c9:d3:26,1,-67,398.1114081996434,77.26114081996445
.@TRUEWIFI,00:7e:95:c9:d3:25,1,-67,398.1114081996434,77.26114081996445
@JumboPlusIoT,04:5f:b9:e5:d9:a3,1,-69,398.1114081996434,77.26114081996445
@JumboPlus,04:5f:b9:e5:d9:a0,1,-69,398.1114081996434,77.26114081996445
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-57,398.1114081996434,77.26114081996445
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-80,235.90106951871655,59.7923351158646
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-79,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-79,235.90106951871655,59.7923351158646
AISSMARTLogin,00:7e:95:cb:17:e6,36,-74,235.90106951871655,59.7923351158646
.@TrueMoveH,00:7e:95:cb:17:e7,36,-74,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,00:7e:95:cb:17:e8,36,-74,235.90106951871655,59.7923351158646
@JumboPlusIoT,00:7e:95:cb:17:ec,36,-74,235.90106951871655,59.7923351158646
eduroam,00:7e:95:cb:17:ed,36,-74,235.90106951871655,59.7923351158646
AISSMARTLogin,00:b6:70:5f:15:06,36,-59,235.90106951871655,59.7923351158646
.@TrueMoveH,00:b6:70:5f:15:07,36,-59,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-60,235.90106951871655,59.7923351158646
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-59,235.90106951871655,59.7923351158646
eduroam,00:b6:70:5f:15:0d,36,-59,235.90106951871655,59.7923351158646
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-59,235.90106951871655,59.7923351158646
.@AISSUPERWiFi,04:5f:b9:e5:ac:e6,11,-69,235.90106951871655,59.7923351158646
gogo,00:11:3b:0d:05:29,11,-70,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-67,235.90106951871655,59.7923351158646
.@AISSUPERWiFi,00:b6:70:5f:15:06,11,-66,235.90106951871655,59.7923351158646
.@TRUEWIFI,00:b6:70:5f:15:05,11,-66,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,00:7e:95:c9:7b:67,11,-56,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,04:5f:b9:e5:ac:e7,11,-69,235.90106951871655,59.7923351158646
.@AISSUPERWiFi,00:7e:95:c9:7b:66,11,-56,235.90106951871655,59.7923351158646
.@TRUEWIFI,00:7e:95:c9:7b:65,11,-56,235.90106951871655,59.7923351158646
@JumboPlusIoT,00:7e:95:c9:7b:63,11,-56,235.90106951871655,59.7923351158646
@JumboPlus,00:7e:95:c9:7b:60,11,-56,235.90106951871655,59.7923351158646
@JumboPlus,00:b6:70:5f:15:00,11,-67,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-60,235.90106951871655,59.7923351158646
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-61,235.90106951871655,59.7923351158646
.@TRUEWIFI,00:7e:95:c9:79:05,1,-60,235.90106951871655,59.7923351158646
@JumboPlusIoT,00:7e:95:c9:79:03,1,-61,235.90106951871655,59.7923351158646
@JumboPlus,00:7e:95:c9:79:00,1,-60,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,04:5f:b9:e5:a8:e7,1,-69,235.90106951871655,59.7923351158646
LENOVO-wong,5a:fb:84:f4:62:30,1,-78,235.90106951871655,59.7923351158646
.@AISSUPERWiFi,04:5f:b9:e5:a8:e6,1,-69,235.90106951871655,59.7923351158646
.@TRUEWIFI,04:5f:b9:e5:a8:e5,1,-68,235.90106951871655,59.7923351158646
@JumboPlusIoT,04:5f:b9:e5:a8:e3,1,-69,235.90106951871655,59.7923351158646
@JumboPlus,04:5f:b9:e5:a8:e0,1,-69,235.90106951871655,59.7923351158646
@TOT_Wi-Fi,00:7e:95:c9:d3:27,1,-61,235.90106951871655,59.7923351158646
.@AISSUPERWiFi,00:7e:95:c9:d3:26,1,-62,235.90106951871655,59.7923351158646
.@TRUEWIFI,00:7e:95:c9:d3:25,1,-61,235.90106951871655,59.7923351158646
@JumboPlusIoT,00:7e:95:c9:d3:23,1,-62,235.90106951871655,59.7923351158646
@JumboPlus,00:7e:95:c9:d3:20,1,-62,235.90106951871655,59.7923351158646
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-55,235.90106951871655,59.7923351158646
AISSMARTLogin,00:7e:95:cb:17:e6,36,-77,51.23083778966122,52.30570409982181
.@TrueMoveH,00:7e:95:cb:17:e7,36,-77,51.23083778966122,52.30570409982181
@TOT_Wi-Fi,00:7e:95:cb:17:e8,36,-77,51.23083778966122,52.30570409982181
@JumboPlusIoT,00:7e:95:cb:17:ec,36,-77,51.23083778966122,52.30570409982181
eduroam,00:7e:95:cb:17:ed,36,-77,51.23083778966122,52.30570409982181
AISSMARTLogin,00:b6:70:5f:15:06,36,-59,51.23083778966122,52.30570409982181
.@TrueMoveH,00:b6:70:5f:15:07,36,-59,51.23083778966122,52.30570409982181
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-59,51.23083778966122,52.30570409982181
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-59,51.23083778966122,52.30570409982181
eduroam,00:b6:70:5f:15:0d,36,-59,51.23083778966122,52.30570409982181
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-59,51.23083778966122,52.30570409982181
@JumboPlus,04:5f:b9:e5:1f:a0,11,-69,51.23083778966122,52.30570409982181
.@AISSUPERWiFi,04:5f:b9:e5:1f:a6,11,-69,51.23083778966122,52.30570409982181
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-63,51.23083778966122,52.30570409982181
.@AISSUPERWiFi,00:b6:70:5f:15:06,11,-64,51.23083778966122,52.30570409982181
@JumboPlusIoT,04:5f:b9:e5:1f:a3,11,-69,51.23083778966122,52.30570409982181
.@TRUEWIFI,00:b6:70:5f:15:05,11,-63,51.23083778966122,52.30570409982181
@JumboPlusIoT,00:b6:70:5f:15:03,11,-64,51.23083778966122,52.30570409982181
@JumboPlus,00:b6:70:5f:15:00,11,-63,51.23083778966122,52.30570409982181
LENOVO-wong,5a:fb:84:f4:62:30,1,-76,51.23083778966122,52.30570409982181
.@TRUEWIFI,00:7e:95:c9:76:a5,1,-73,51.23083778966122,52.30570409982181
@TOT_Wi-Fi,00:7e:95:c9:d3:27,1,-68,51.23083778966122,52.30570409982181
.@AISSUPERWiFi,00:7e:95:c9:d3:26,1,-67,51.23083778966122,52.30570409982181
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-56,51.23083778966122,52.30570409982181
.@TRUEWIFI,00:7e:95:c9:d3:25,1,-67,51.23083778966122,52.30570409982181
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-63,51.23083778966122,52.30570409982181
@JumboPlusIoT,00:7e:95:c9:d3:23,1,-68,51.23083778966122,52.30570409982181
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-63,51.23083778966122,52.30570409982181
.@TRUEWIFI,00:7e:95:c9:79:05,1,-63,51.23083778966122,52.30570409982181
@JumboPlusIoT,00:7e:95:c9:79:03,1,-62,51.23083778966122,52.30570409982181
@JumboPlus,00:7e:95:c9:79:00,1,-62,51.23083778966122,52.30570409982181
@JumboPlus,00:7e:95:c9:d3:20,1,-68,51.23083778966122,52.30570409982181
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-78,73.6907308377896,204.5338680926917
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-78,73.6907308377896,204.5338680926917
AISSMARTLogin,00:7e:95:cb:17:e6,36,-81,73.6907308377896,204.5338680926917
.@TrueMoveH,00:7e:95:cb:17:e7,36,-81,73.6907308377896,204.5338680926917
@TOT_Wi-Fi,00:7e:95:cb:17:e8,36,-82,73.6907308377896,204.5338680926917
@JumboPlusIoT,00:7e:95:cb:17:ec,36,-81,73.6907308377896,204.5338680926917
AISSMARTLogin,00:b6:70:5f:15:06,36,-58,73.6907308377896,204.5338680926917
.@TrueMoveH,00:b6:70:5f:15:07,36,-58,73.6907308377896,204.5338680926917
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-58,73.6907308377896,204.5338680926917
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-58,73.6907308377896,204.5338680926917
eduroam,00:b6:70:5f:15:0d,36,-58,73.6907308377896,204.5338680926917
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-58,73.6907308377896,204.5338680926917
@JumboPlus,00:b6:70:5f:15:00,11,-64,73.6907308377896,204.5338680926917
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-65,73.6907308377896,204.5338680926917
@TOT_Wi-Fi,04:5f:b9:e5:1f:a7,11,-66,73.6907308377896,204.5338680926917
@JumboPlus,04:5f:b9:e5:1f:a0,11,-66,73.6907308377896,204.5338680926917
.@AISSUPERWiFi,00:b6:70:5f:15:06,11,-64,73.6907308377896,204.5338680926917
.@TRUEWIFI,00:b6:70:5f:15:05,11,-64,73.6907308377896,204.5338680926917
@JumboPlusIoT,00:b6:70:5f:15:03,11,-64,73.6907308377896,204.5338680926917
@JumboPlusIoT,00:7e:95:c9:7b:63,11,-66,73.6907308377896,204.5338680926917
LENOVO-wong,5a:fb:84:f4:62:30,1,-76,73.6907308377896,204.5338680926917
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-66,73.6907308377896,204.5338680926917
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-67,73.6907308377896,204.5338680926917
.@TRUEWIFI,00:7e:95:c9:79:05,1,-67,73.6907308377896,204.5338680926917
@JumboPlus,00:7e:95:c9:79:00,1,-67,73.6907308377896,204.5338680926917
@TOT_Wi-Fi,00:7e:95:c9:d3:27,1,-65,73.6907308377896,204.5338680926917
.@AISSUPERWiFi,00:7e:95:c9:d3:26,1,-65,73.6907308377896,204.5338680926917
.@TRUEWIFI,00:7e:95:c9:d3:25,1,-64,73.6907308377896,204.5338680926917
@JumboPlusIoT,00:7e:95:c9:d3:23,1,-63,73.6907308377896,204.5338680926917
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-51,73.6907308377896,204.5338680926917
@JumboPlus,00:7e:95:c9:d3:20,1,-65,73.6907308377896,204.5338680926917
.@AISSUPERWiFi,00:7e:95:c9:76:a6,1,-72,73.6907308377896,204.5338680926917
@JumboPlusIoT,00:7e:95:cb:17:ec,36,-82,61.21301247771828,366.7442067736186
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-84,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-84,61.21301247771828,366.7442067736186
@JumboPlusIoT,04:5f:b9:e5:d9:ac,36,-84,61.21301247771828,366.7442067736186
eduroam,04:5f:b9:e5:d9:ad,36,-83,61.21301247771828,366.7442067736186
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-84,61.21301247771828,366.7442067736186
AISSMARTLogin,00:7e:95:cb:17:e6,36,-81,61.21301247771828,366.7442067736186
.@TrueMoveH,00:7e:95:cb:17:e7,36,-81,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:7e:95:cb:17:e8,36,-82,61.21301247771828,366.7442067736186
AISSMARTLogin,00:b6:70:5f:15:06,36,-56,61.21301247771828,366.7442067736186
.@TrueMoveH,00:b6:70:5f:15:07,36,-56,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-56,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-56,61.21301247771828,366.7442067736186
eduroam,00:b6:70:5f:15:0d,36,-56,61.21301247771828,366.7442067736186
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-56,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:b6:70:59:95:67,11,-69,61.21301247771828,366.7442067736186
.@AISSUPERWiFi,00:7e:95:c9:7b:66,11,-70,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:7e:95:c9:7b:65,11,-68,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:7e:95:c9:7b:63,11,-69,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:b6:70:5f:15:05,11,-62,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:b6:70:5f:15:03,11,-62,61.21301247771828,366.7442067736186
@JumboPlus,04:5f:b9:e5:1f:a0,11,-63,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-62,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,04:5f:b9:e5:1f:a7,11,-62,61.21301247771828,366.7442067736186
.@TRUEWIFI,04:5f:b9:e5:1f:a5,11,-62,61.21301247771828,366.7442067736186
@JumboPlusIoT,04:5f:b9:e5:1f:a3,11,-62,61.21301247771828,366.7442067736186
.@AISSUPERWiFi,04:5f:b9:e5:1f:a6,11,-62,61.21301247771828,366.7442067736186
@JumboPlus,00:b6:70:5f:15:00,11,-62,61.21301247771828,366.7442067736186
@JumboPlus,04:5f:b9:e4:2f:80,11,-70,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:7e:95:c5:1a:a5,1,-67,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:7e:95:c5:1a:a3,1,-67,61.21301247771828,366.7442067736186
@JumboPlus,00:7e:95:c5:1a:a0,1,-67,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-63,61.21301247771828,366.7442067736186
.@AISSUPERWiFi,00:7e:95:c9:d3:26,1,-73,61.21301247771828,366.7442067736186
@JumboPlus,00:7e:95:c9:d3:20,1,-72,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:7e:95:c9:d3:27,1,-72,61.21301247771828,366.7442067736186
@JumboPlusIoT,00:7e:95:c9:79:03,1,-63,61.21301247771828,366.7442067736186
@JumboPlus,00:7e:95:c9:79:00,1,-63,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:7e:95:c5:06:65,1,-71,61.21301247771828,366.7442067736186
.@TRUEWIFI,00:7e:95:c9:d3:25,1,-72,61.21301247771828,366.7442067736186
@TOT_Wi-Fi,00:7e:95:c5:1a:a7,1,-67,61.21301247771828,366.7442067736186
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-51,61.21301247771828,366.7442067736186
AISSMARTLogin,04:5f:b9:e5:d9:a6,36,-84,68.69964349376107,558.9010695187167
.@TrueMoveH,04:5f:b9:e5:d9:a7,36,-84,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,04:5f:b9:e5:d9:a8,36,-84,68.69964349376107,558.9010695187167
@JumboPlusIoT,04:5f:b9:e5:d9:ac,36,-84,68.69964349376107,558.9010695187167
eduroam,04:5f:b9:e5:d9:ad,36,-84,68.69964349376107,558.9010695187167
AISSMARTLogin,00:b6:70:5f:15:06,36,-60,68.69964349376107,558.9010695187167
@JumboPlus5GHz,04:5f:b9:e5:d9:ae,36,-84,68.69964349376107,558.9010695187167
.@TrueMoveH,00:b6:70:5f:15:07,36,-60,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:b6:70:5f:15:08,36,-60,68.69964349376107,558.9010695187167
@JumboPlusIoT,00:b6:70:5f:15:0c,36,-60,68.69964349376107,558.9010695187167
eduroam,00:b6:70:5f:15:0d,36,-60,68.69964349376107,558.9010695187167
@JumboPlus5GHz,00:b6:70:5f:15:0e,36,-60,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:b6:70:5f:15:07,11,-69,68.69964349376107,558.9010695187167
.@AISSUPERWiFi,00:b6:70:5f:15:06,11,-68,68.69964349376107,558.9010695187167
.@TRUEWIFI,00:b6:70:5f:15:05,11,-68,68.69964349376107,558.9010695187167
@JumboPlusIoT,00:b6:70:5f:15:03,11,-69,68.69964349376107,558.9010695187167
@JumboPlus,00:b6:70:5f:15:00,11,-69,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,04:5f:b9:e5:1f:a7,11,-62,68.69964349376107,558.9010695187167
.@AISSUPERWiFi,04:5f:b9:e5:1f:a6,11,-62,68.69964349376107,558.9010695187167
.@TRUEWIFI,04:5f:b9:e5:1f:a5,11,-63,68.69964349376107,558.9010695187167
@JumboPlusIoT,04:5f:b9:e5:1f:a3,11,-62,68.69964349376107,558.9010695187167
@JumboPlus,04:5f:b9:e5:1f:a0,11,-63,68.69964349376107,558.9010695187167
.@AISSUPERWiFi,00:7e:95:c9:79:06,1,-71,68.69964349376107,558.9010695187167
.@TRUEWIFI,00:7e:95:c9:79:05,1,-71,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:7e:95:c5:06:67,1,-74,68.69964349376107,558.9010695187167
@JumboPlusIoT,00:7e:95:c9:79:03,1,-71,68.69964349376107,558.9010695187167
@JumboPlus,00:7e:95:c9:76:a0,1,-71,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:7e:95:cb:6f:27,1,-73,68.69964349376107,558.9010695187167
@TOT_Wi-Fi,00:7e:95:c9:79:07,1,-70,68.69964349376107,558.9010695187167
.@AISSUPERWiFi,00:7e:95:cb:6f:26,1,-74,68.69964349376107,558.9010695187167
Eng_Wi-Fi_Zone,64:d8:14:ef:e1:11,1,-50,68.69964349376107,558.9010695187167
@JumboPlus,00:7e:95:c9:79:00,1,-68,68.69964349376107,558.9010695187167
