Xcoordinate,Ycoordinate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
1472.6047192244378,1163.4860984086336,-74,-74,-69,-69,-78,-68,-65,-65,-85,-86,-85,-86,-86,-86,-57,-57,-57,-57,-57,-57,-71,-71,-71,-71,-71,-71,-58,-58,-58,-58,-58,-87,-87,-90,-89,-57,-58,-58,-58,-62,-63,-62,-62,-63,-58,-37,-36,-37,-37,-36,-71,-61,-76,-60,-68,-66,-83,-78,-79,-77,-77,-78,-77,-82,-82,-82,-82,-82,-82,-83,-82,-81,-83,-84,-82,-83,-82,-82,-82,-35,-35,-35,-35,-35,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1491.8547649533566,428.7760197548928,-69,-69,-69,-70,-83,-84,-72,-72,-73,-72,-72,-72,-72,-71,-72,-73,-73,-72,-86,-87,-86,-87,-73,-73,-73,-82,-81,-81,-81,-82,-75,-75,-76,-76,-76,-75,-62,-65,-64,-63,-62,-74,-74,-74,-74,-74,-74,-70,-56,-59,-59,-59,-56,-59,-59,-61,-40,-54,-56,-61,-68,-67,-68,-66,-67,-68,-53,-61,-61,-53,-53,-61,-51,-53,-61,-61,-71,-70,-78,-80,-75,-74,-80,-75,-80,-78,-78,-55,-55,-55,-55,-55,-55,-72,-73,-72,-52,-72,-53,-52,-52,-53,-52,-83,-84,-83,-83,-84,-83,-84,-70,-84,-82,-70,-82,-70,-84,-70,-70,-52,-82,-52,-52,-70,-52,-52,-65,-52,-100
1546.3965611852936,781.693524785074,-76,-72,-70,-70,-71,-70,-70,-70,-73,-73,-73,-73,-73,-85,-86,-85,-88,-86,-86,-86,-82,-81,-84,-83,-83,-83,-63,-82,-81,-63,-63,-61,-60,-61,-60,-61,-60,-68,-72,-60,-58,-57,-62,-53,-62,-60,-58,-53,-61,-59,-53,-53,-52,-62,-71,-79,-79,-79,-79,-79,-80,-76,-82,-76,-76,-76,-76,-75,-76,-76,-75,-62,-81,-67,-76,-75,-80,-80,-68,-80,-68,-62,-68,-62,-49,-49,-67,-49,-49,-67,-62,-49,-62,-50,-62,-76,-76,-76,-76,-76,-75,-78,-78,-76,-75,-82,-82,-76,-76,-47,-59,-81,-82,-85,-85,-84,-75,-75,-59,-59,-59,-60,-59,-47,-47,-47,-47,-47,-100
1559.229925004573,1176.319462227913,-76,-53,-74,-74,-75,-75,-80,-81,-67,-67,-67,-67,-67,-67,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-86,-86,-86,-86,-86,-85,-86,-86,-68,-68,-68,-68,-69,-70,-70,-70,-70,-70,-68,-50,-78,-50,-50,-69,-50,-69,-63,-65,-63,-73,-71,-80,-80,-80,-79,-80,-80,-85,-85,-85,-83,-84,-83,-84,-86,-83,-83,-83,-53,-53,-53,-53,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1562.438265959393,422.3593378452531,-72,-81,-80,-81,-81,-81,-80,-86,-86,-86,-71,-71,-71,-71,-71,-71,-70,-70,-70,-70,-70,-70,-90,-84,-84,-85,-81,-81,-81,-84,-81,-85,-85,-66,-65,-65,-65,-65,-65,-68,-68,-56,-56,-56,-55,-68,-56,-68,-56,-66,-68,-43,-43,-52,-57,-56,-61,-57,-63,-63,-63,-55,-64,-62,-64,-89,-71,-70,-84,-82,-82,-82,-86,-83,-80,-80,-79,-80,-80,-82,-79,-61,-81,-81,-81,-81,-80,-84,-61,-50,-50,-50,-50,-50,-61,-60,-50,-49,-50,-61,-50,-50,-50,-50,-71,-71,-71,-71,-71,-72,-84,-84,-75,-75,-75,-75,-85,-75,-42,-84,-42,-85,-84,-42,-42,-42,-66,-42,-100
1591.3133345527713,1237.2779403694894,-89,-89,-88,-90,-76,-61,-53,-53,-53,-53,-53,-71,-71,-81,-81,-81,-81,-82,-81,-85,-68,-84,-84,-68,-83,-68,-73,-68,-84,-84,-72,-68,-73,-72,-68,-74,-74,-72,-73,-71,-71,-71,-72,-72,-72,-87,-88,-72,-72,-72,-61,-62,-71,-62,-72,-62,-76,-61,-60,-75,-74,-83,-86,-83,-86,-83,-83,-83,-83,-78,-83,-78,-78,-78,-83,-78,-83,-78,-81,-81,-81,-82,-82,-81,-84,-84,-83,-84,-45,-83,-45,-45,-45,-83,-45,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1623.3967441009695,781.693524785074,-76,-76,-76,-76,-70,-70,-70,-70,-70,-70,-83,-84,-84,-83,-83,-85,-87,-87,-87,-86,-86,-63,-63,-62,-62,-62,-62,-85,-86,-85,-86,-85,-85,-57,-63,-69,-63,-63,-62,-69,-50,-50,-61,-53,-69,-66,-74,-59,-59,-70,-55,-55,-59,-59,-68,-55,-55,-59,-85,-84,-87,-80,-79,-77,-79,-77,-77,-77,-78,-76,-77,-80,-78,-79,-79,-79,-69,-70,-70,-69,-64,-78,-64,-64,-64,-64,-66,-54,-63,-54,-54,-54,-70,-54,-54,-78,-78,-78,-78,-78,-78,-84,-83,-84,-85,-84,-84,-79,-79,-78,-78,-48,-53,-48,-74,-78,-78,-53,-48,-53,-78,-78,-48,-52,-48,-52,-52,-48,-100
1636.2301079202489,589.1930674958842,-80,-76,-85,-81,-76,-81,-75,-81,-80,-81,-80,-79,-80,-79,-86,-85,-85,-86,-86,-86,-79,-79,-79,-79,-78,-78,-77,-77,-77,-78,-77,-78,-56,-55,-56,-55,-79,-56,-79,-79,-79,-79,-55,-79,-82,-82,-82,-81,-82,-82,-74,-74,-55,-56,-56,-66,-56,-56,-60,-52,-48,-70,-65,-54,-57,-57,-54,-57,-57,-61,-61,-54,-70,-53,-54,-62,-56,-61,-62,-53,-57,-59,-79,-78,-85,-85,-84,-85,-84,-85,-68,-70,-77,-69,-68,-57,-58,-57,-57,-59,-57,-59,-69,-69,-59,-59,-57,-59,-57,-76,-76,-76,-75,-76,-76,-68,-68,-68,-68,-68,-68,-49,-49,-50,-49,-49,-71,-49,-100
1639.4384488750688,1243.6946222791294,-89,-89,-88,-90,-76,-71,-70,-61,-61,-61,-76,-76,-76,-72,-73,-86,-86,-85,-83,-82,-82,-82,-82,-82,-61,-61,-72,-61,-71,-61,-72,-72,-61,-79,-72,-62,-79,-72,-85,-86,-85,-85,-85,-86,-79,-79,-78,-79,-79,-79,-88,-89,-61,-61,-71,-53,-53,-53,-53,-53,-66,-77,-84,-84,-84,-84,-84,-85,-87,-87,-85,-87,-81,-81,-81,-82,-81,-81,-46,-46,-46,-46,-47,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1639.4384488750688,431.9843607097125,-85,-85,-73,-74,-73,-73,-74,-74,-74,-74,-74,-74,-84,-84,-84,-84,-61,-84,-62,-61,-61,-61,-61,-83,-78,-79,-79,-78,-78,-79,-61,-61,-61,-62,-63,-59,-59,-59,-59,-71,-53,-63,-56,-64,-54,-44,-59,-62,-62,-62,-63,-58,-58,-58,-62,-64,-61,-63,-69,-58,-58,-62,-58,-58,-58,-58,-58,-62,-75,-75,-82,-81,-82,-82,-82,-82,-82,-82,-81,-82,-53,-60,-53,-60,-53,-60,-53,-60,-54,-53,-85,-86,-84,-85,-86,-49,-49,-49,-49,-49,-49,-85,-84,-84,-84,-83,-78,-78,-66,-66,-66,-66,-66,-66,-78,-78,-82,-78,-84,-78,-40,-40,-40,-40,-40,-67,-40,-100,-76
1645.8551307847083,492.94283885128925,-84,-86,-70,-70,-85,-71,-78,-71,-79,-78,-70,-70,-78,-78,-86,-78,-79,-79,-79,-80,-79,-79,-77,-77,-77,-76,-76,-77,-79,-79,-78,-79,-78,-79,-81,-81,-82,-81,-57,-57,-57,-57,-57,-81,-57,-78,-78,-78,-78,-79,-79,-55,-53,-53,-54,-53,-53,-63,-61,-68,-65,-41,-43,-68,-57,-59,-59,-55,-55,-59,-59,-55,-66,-55,-65,-55,-66,-71,-71,-81,-81,-81,-82,-81,-81,-63,-63,-63,-62,-63,-62,-56,-58,-55,-57,-55,-57,-55,-57,-55,-57,-55,-58,-71,-71,-71,-71,-71,-71,-82,-74,-68,-75,-75,-82,-74,-82,-75,-82,-75,-82,-45,-45,-45,-45,-83,-45,-45,-100
1645.8551307847083,659.7765685019203,-71,-71,-64,-64,-83,-64,-81,-64,-82,-64,-82,-64,-83,-81,-84,-84,-85,-85,-85,-85,-84,-85,-76,-76,-76,-76,-76,-76,-81,-54,-81,-54,-81,-54,-82,-54,-81,-54,-82,-54,-84,-84,-84,-84,-84,-69,-72,-62,-64,-62,-62,-55,-61,-68,-54,-71,-66,-66,-62,-66,-67,-61,-67,-61,-56,-60,-61,-56,-56,-56,-62,-59,-62,-61,-61,-60,-61,-83,-82,-82,-81,-82,-81,-82,-81,-69,-56,-79,-79,-69,-79,-69,-69,-55,-56,-61,-55,-61,-69,-61,-62,-69,-56,-62,-56,-62,-74,-83,-85,-74,-65,-65,-65,-65,-65,-65,-84,-74,-52,-52,-74,-74,-52,-74,-52,-76,-52,-52,-100
1649.0634717395283,723.943387598317,-66,-86,-66,-71,-66,-68,-86,-70,-71,-71,-71,-72,-74,-73,-74,-74,-73,-74,-88,-85,-82,-82,-82,-82,-82,-82,-85,-84,-83,-85,-85,-86,-87,-86,-86,-86,-87,-80,-81,-80,-80,-80,-61,-61,-61,-61,-61,-61,-71,-71,-61,-61,-62,-61,-62,-68,-71,-74,-60,-61,-55,-61,-63,-56,-62,-68,-69,-56,-68,-67,-86,-86,-82,-75,-81,-75,-75,-76,-75,-76,-83,-83,-68,-69,-81,-58,-58,-58,-84,-85,-86,-85,-81,-69,-58,-58,-69,-48,-48,-48,-58,-48,-48,-69,-48,-69,-72,-72,-72,-72,-72,-72,-82,-81,-80,-82,-82,-56,-56,-56,-56,-52,-56,-52,-52,-52,-52,-52,-100
1671.521858423267,1240.4862813243094,-89,-89,-88,-90,-76,-74,-74,-85,-84,-84,-84,-84,-85,-68,-86,-86,-86,-86,-68,-75,-68,-76,-68,-75,-68,-75,-75,-68,-76,-79,-79,-78,-78,-78,-78,-78,-78,-90,-90,-76,-62,-76,-76,-61,-61,-61,-61,-55,-55,-54,-54,-64,-55,-70,-70,-71,-70,-80,-80,-80,-80,-80,-80,-51,-51,-51,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1713.2302908359247,1253.3196451435888,-89,-89,-88,-90,-74,-74,-73,-60,-62,132,-86,-86,-78,-78,-78,-78,-79,-78,-85,-81,-81,-82,-81,-81,-81,-81,-81,-73,-82,-73,-73,-81,-81,-73,-73,-73,-82,-81,-80,-86,-87,-88,-62,-73,-62,-61,-72,-76,-83,-84,-84,-83,-83,-84,-83,-83,-82,-82,-83,-83,-82,-82,-56,-56,-56,-56,-56,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1745.313700384123,1240.4862813243094,-89,-89,-88,-90,-72,-74,-77,-86,-89,-85,-84,-84,-84,-86,-84,-82,-82,-81,-81,-82,-82,-81,-80,-81,-81,-81,-80,-77,-77,-77,-76,-80,-76,-70,-77,-73,-75,-75,-76,-76,-76,-75,-81,-81,-81,-81,-81,-80,-87,-88,-62,-62,-62,-62,-60,-73,-74,-84,-85,-83,-79,-84,-80,36,-81,-82,-83,-85,-82,-83,-83,-83,-57,-57,-57,-57,-58,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
651.2694347905614,1179.5278031827327,-65,-66,-87,-86,-86,-71,-72,-73,-70,-86,-86,-77,-69,-63,-65,-65,-65,-65,-84,-70,-70,-70,-70,-84,-84,-83,-84,-84,-84,-63,-62,-63,-62,-62,-62,-87,-85,-83,-83,-87,-88,-72,-63,-63,-62,-63,-63,-67,-73,-60,-60,-60,-56,-56,-56,-56,-59,-60,-56,-85,-85,-85,-86,-73,-73,-73,-73,-72,-59,-59,-73,-59,-59,-59,-59,-57,-57,-57,-57,-57,-57,-84,-82,-82,-66,-65,-82,-85,-66,-82,-66,-66,-48,-48,-48,-48,-48,-48,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
715.4362538869581,1137.8193707700748,-69,-69,-69,-69,-63,-63,-64,-65,-65,-66,-87,-86,-86,-71,-72,-73,-70,-86,-86,-84,-82,-67,-77,-69,-63,-65,-65,-65,-65,-69,-87,-87,-87,-87,-87,-87,-60,-61,-61,-86,-61,-61,-60,-85,-87,-86,-86,-86,-86,-85,-86,-89,-90,-70,-65,-66,-64,-70,-70,-70,-65,-71,-65,-56,-56,-56,-56,-55,-82,-82,-82,-82,-84,-76,-76,-76,-76,-76,-67,-67,-76,-68,-68,-67,-67,-56,-56,-56,-57,-56,-56,-83,-84,-84,-83,-83,-84,-80,-81,-56,-55,-56,-56,-55,-56,-80,-81,-81,-85,-64,-66,-66,-67,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
769.9780501188951,1195.5695079568318,-71,-72,-73,-70,-86,-86,-77,-69,-63,-65,-65,-65,-70,-70,-70,-70,-56,-60,-73,-63,-84,-84,-84,-84,-84,-84,-89,-88,-54,-54,-54,-54,-54,-54,-82,-82,-82,-82,-74,-58,-59,-69,-58,-58,-69,-65,-67,-53,-53,-68,-67,-52,-53,-67,-84,-85,-84,-84,-84,-84,-84,-85,-78,-77,-76,-78,-78,-78,-89,-88,-71,-71,-71,-71,-63,-63,-64,-63,-63,-64,-83,-83,-82,-82,-83,-83,-55,-55,-55,-55,-55,-55,-84,-83,-84,-83,-84,-84,-83,-83,-83,-83,-83,-83,-58,-83,-83,-58,-58,-66,-66,-59,-67,-58,-67,-66,-66,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
798.8531187122736,1121.777665995976,-69,-69,-69,-69,-63,-63,-64,-65,-65,-66,-87,-86,-86,-71,-72,-73,-62,-62,-62,-63,-63,-70,-86,-86,-86,-86,-85,-86,-86,-88,-86,-70,-70,-70,-70,-70,-70,-80,-80,-89,-88,-69,-65,-65,-65,-65,-63,-69,-71,-77,-60,-60,-60,-60,-60,-67,-85,-85,-85,-84,-82,-80,-80,-80,-80,-80,-81,-68,-68,-67,-68,-68,-68,-76,-76,-76,-76,-76,-76,-83,-83,-83,-83,-83,-83,-55,-54,-55,-54,-54,-54,-81,-81,-81,-80,-83,-82,-84,-84,-62,-60,-62,-60,-62,-61,-62,-61,-62,-61,-62,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
834.1448692152918,1189.1528260471923,-77,-63,-65,-65,-65,-70,-70,-73,-63,-83,-83,-89,-85,-85,-67,-68,-67,-69,-80,-80,-80,-81,-80,-88,-87,-68,-68,-68,-68,-68,-68,-82,-83,-61,-82,-82,-72,-71,-72,-64,-65,-65,-63,-64,-65,-66,-71,-71,-57,-68,-67,-57,-58,-57,-57,-68,-57,-67,-65,-83,-82,-83,-82,-81,-81,-81,-87,-83,-76,-83,-77,-83,-76,-83,-76,-84,-77,-57,-84,-57,-76,-57,-57,-57,-57,-54,-53,-54,-53,-54,-53,-79,-79,-85,-62,-62,-79,-62,-82,-62,-62,-67,-66,-67,-66,-67,-67,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
850.1865739893909,1131.4026888604353,-74,-69,-69,-69,-69,-63,-63,-64,-65,-65,-66,-62,-87,-83,-82,-83,-83,-82,-82,-87,-88,-55,-56,-56,-56,-56,-55,-79,-79,-86,-86,-86,-85,-70,-69,-63,-64,-63,-64,-64,-64,-63,-62,-62,-62,-66,-51,-51,-51,-51,-51,-73,-72,-71,-84,-75,-81,-81,-81,-81,-81,-84,-84,-83,-75,-86,-86,-73,-73,-73,-73,-73,-68,-68,-74,-69,-68,-68,-69,-73,-73,-48,-73,-47,-48,-73,-47,-73,-48,-74,-47,-82,-82,-82,-82,-83,-83,-61,-80,-61,-61,-61,-71,-70,-71,-71,-70,-71,-61,-81,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
907.9367111761477,1134.611029815255,-83,-62,-74,-69,-69,-69,-69,-63,-63,-64,-72,-75,-76,-75,-75,-75,-87,-83,-84,-84,-84,-84,-83,-66,-65,-66,-76,-66,-76,-67,-66,-82,-82,-82,-83,-82,-82,-84,-85,-85,-82,-82,-82,-54,-54,-54,-54,-54,-66,-67,-62,-66,-61,-65,-65,-81,-81,-80,-80,-83,-83,-78,-82,-86,-84,-77,-83,-77,-83,-77,-83,-78,-83,-63,-64,-64,-77,-64,-64,-83,-64,-83,-81,-57,-62,-82,-81,-62,-81,-62,-62,-56,-62,-57,-57,-57,-62,-56,-81,-81,-75,-76,-75,-75,-75,-80,-80,-80,-80,-80,-77,-79,-75,-73,-71,-49,-73,-49,-47,-47,-47,-73,-46,-100,-100,-100,-100,-100,-100
956.0618254984453,1141.0277117248947,-69,-68,-68,-68,-68,-68,-86,-86,-87,-86,-87,-86,-69,-69,-69,-69,-69,-63,-69,-62,-82,-81,-83,-82,-82,-82,-87,-87,-77,-77,-72,-64,-63,-63,-69,-69,-69,-69,-54,-54,-54,-54,-55,-64,-74,-62,-63,-63,-63,-74,-85,-85,-75,-75,-74,-75,-83,-75,-80,-79,-86,-85,-85,-83,-84,-86,-72,-72,-72,-65,-62,-64,-64,-64,-64,-64,-79,-79,-79,-79,-64,-64,-64,-56,-64,-56,-79,-56,-56,-56,-56,-66,-76,-77,-77,-78,-77,-78,-69,-69,-80,-77,-77,-78,-81,-77,-78,-80,-47,-78,-47,-47,-47,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
956.0618254984453,1198.7778489116517,-63,-67,-68,-68,-57,-58,-67,-57,-71,-71,-64,-63,-65,-64,-72,-71,-71,-71,-71,-71,-71,-82,-81,-81,-81,-82,-81,-57,-56,-56,-55,-55,-54,-79,-80,-82,-82,-82,-82,-82,-82,-83,-84,-86,-87,-74,-73,-70,-72,-69,-62,-62,-62,-62,-61,-59,-60,-59,-59,-67,-59,-63,-62,-69,-57,-68,-57,-57,-74,-72,-68,-80,-78,-81,-78,-78,-78,-84,-84,-57,-57,-57,-57,-57,-57,-85,-85,-85,-86,-64,-64,-64,-56,-55,-56,-65,-55,-64,-56,-65,-55,-81,-81,-80,-84,-84,-84,-85,-84,-80,-81,-73,-73,-58,-58,-58,-58,-58,-57,-70,-69,-69,-70,-70,-100,-100,-100,-100,-100
972.1035302725444,566.7346808121454,-54,-74,-74,-73,-73,-80,-81,-80,-80,-80,-80,-66,-66,-67,-67,-78,-78,-66,-78,-67,-77,-78,-77,-78,-77,-78,-77,-78,-77,-87,-87,-87,-87,-86,-81,-82,-80,-82,-82,-81,-72,-67,-55,-55,-53,-55,-54,-66,-71,-67,-63,-55,-55,-55,-55,-55,-68,-64,-77,-77,-77,-71,-70,-79,-85,-85,-69,-69,-69,-69,-76,-75,-69,-69,-69,-69,-82,-72,-71,-72,-78,-71,-72,-73,-73,-53,-72,-53,-53,-53,-54,-54,-84,-86,-78,-78,-77,-74,-74,-74,-74,-72,-72,-78,-58,-58,-73,-58,-78,-81,-80,-81,-80,-79,-81,-74,-58,-58,-74,-58,-78,-58,-58,-73,-58,-58,-73,-58,-100
994.5619169562832,486.5261569416498,-60,-60,-59,-60,-60,-70,-70,-70,-70,-70,-70,-80,-80,-80,-80,-80,-80,-70,-70,-70,-70,-77,-70,-76,-76,-69,-75,-87,-74,-87,-86,-87,-86,-86,-77,-76,-77,-77,-76,-77,-43,-43,-43,-43,-59,-67,-60,-43,-66,-66,-69,-65,-66,-68,-54,-60,-74,-75,-59,-70,-68,-52,-53,-52,-80,-70,-70,-70,-70,-70,-67,-83,-85,-76,-77,-83,-77,-67,-66,-67,-67,-77,-67,-67,-81,-77,-81,-76,-41,-41,-41,-41,-41,-41,-77,-77,-77,-77,-77,-77,-75,-75,-75,-75,-76,-75,-85,-85,-81,-82,-82,-82,-81,-81,-84,-65,-59,-59,-59,-59,-59,-66,-66,-66,-66,-66,-66,-59,-100
997.7702579111029,403.10929211633425,-82,-71,-81,-71,-82,-81,-71,-87,-87,-86,-86,-87,-87,-88,-89,-67,-67,-67,-67,-67,-67,-65,-66,-65,-78,-46,-46,-65,-46,-56,-46,-46,-56,-53,-71,-49,-65,-64,-70,-67,-65,-67,-70,-74,-62,-62,-85,-70,-70,-70,-70,-70,-77,-77,-78,-70,-70,-70,-70,-69,-70,-80,-80,-80,-80,-80,-80,-84,-80,-81,-73,-74,-73,-74,-83,-79,-84,-74,-73,-73,-72,-74,-42,-42,-42,-73,-42,-42,-42,-73,-78,-78,-78,-78,-78,-84,-85,-85,-85,-85,-85,-78,-85,-85,-84,-86,-85,-78,-77,-79,-78,-79,-59,-79,-58,-79,-59,-59,-59,-59,-79,-59,-59,-58,-59,-59,-78,-59,-100
